"id","status_group"
57167,"functional needs repair"
11825,"functional needs repair"
42656,"functional needs repair"
54607,"functional needs repair"
45579,"non functional"
46932,"functional needs repair"
22209,"functional needs repair"
32015,"functional"
40793,"functional needs repair"
39981,"functional needs repair"
49713,"non functional"
55534,"functional needs repair"
7783,"functional needs repair"
55098,"non functional"
43479,"functional needs repair"
53743,"functional needs repair"
23114,"functional needs repair"
56530,"functional"
16656,"functional needs repair"
54755,"functional needs repair"
45264,"functional needs repair"
28254,"functional needs repair"
14881,"non functional"
72509,"non functional"
30918,"functional needs repair"
22375,"functional needs repair"
38421,"functional needs repair"
58294,"functional needs repair"
22382,"non functional"
22123,"functional needs repair"
65169,"functional needs repair"
54001,"functional needs repair"
15617,"functional needs repair"
66813,"functional needs repair"
49733,"functional needs repair"
8032,"non functional"
43522,"functional needs repair"
20920,"non functional"
30176,"non functional"
40600,"functional needs repair"
52695,"functional needs repair"
24915,"functional needs repair"
62297,"functional needs repair"
37005,"functional needs repair"
22349,"functional needs repair"
47685,"functional needs repair"
61162,"non functional"
9722,"non functional"
42191,"functional needs repair"
1591,"functional"
1749,"non functional"
5328,"functional needs repair"
21706,"functional needs repair"
72641,"functional needs repair"
36576,"functional needs repair"
29593,"functional needs repair"
29747,"non functional"
24722,"non functional"
2589,"functional needs repair"
12772,"functional"
45968,"functional needs repair"
7694,"functional needs repair"
70721,"functional"
54752,"functional needs repair"
15631,"functional needs repair"
15196,"functional needs repair"
27491,"functional needs repair"
58886,"functional needs repair"
11452,"functional needs repair"
68595,"functional needs repair"
17010,"functional needs repair"
32389,"functional needs repair"
70251,"functional needs repair"
61037,"functional needs repair"
28646,"non functional"
64279,"functional needs repair"
23914,"functional"
17854,"functional needs repair"
15790,"functional needs repair"
41259,"functional needs repair"
57303,"functional needs repair"
65477,"functional needs repair"
36115,"non functional"
5024,"non functional"
26401,"functional needs repair"
50503,"functional needs repair"
37724,"functional needs repair"
62604,"functional needs repair"
60534,"functional needs repair"
59230,"functional"
70007,"functional needs repair"
44320,"functional"
44300,"functional needs repair"
41079,"functional needs repair"
36488,"functional needs repair"
46936,"non functional"
51117,"non functional"
21611,"functional needs repair"
55628,"functional needs repair"
70627,"non functional"
56387,"functional"
64164,"non functional"
211,"functional needs repair"
37448,"functional needs repair"
43859,"functional needs repair"
55991,"functional needs repair"
67415,"functional needs repair"
4815,"functional needs repair"
68895,"functional"
7529,"functional"
42134,"functional needs repair"
25759,"non functional"
46155,"functional needs repair"
46770,"functional needs repair"
40396,"functional needs repair"
10161,"functional needs repair"
68598,"functional"
65668,"functional needs repair"
20689,"functional needs repair"
56474,"non functional"
35602,"functional needs repair"
21596,"non functional"
10972,"functional"
34504,"functional needs repair"
26729,"functional needs repair"
33566,"functional needs repair"
60252,"functional needs repair"
44621,"functional needs repair"
7735,"non functional"
71771,"functional"
54855,"functional needs repair"
53293,"functional needs repair"
20396,"functional needs repair"
46415,"functional needs repair"
26014,"non functional"
13069,"functional needs repair"
12438,"non functional"
29991,"functional needs repair"
55410,"functional needs repair"
57016,"functional needs repair"
30747,"non functional"
17037,"functional needs repair"
66182,"non functional"
59989,"functional"
57515,"functional needs repair"
30252,"functional needs repair"
68035,"functional"
5458,"functional needs repair"
26151,"non functional"
59485,"non functional"
43995,"functional needs repair"
18700,"non functional"
60209,"functional needs repair"
33950,"non functional"
5031,"functional needs repair"
69205,"functional needs repair"
71438,"functional needs repair"
29381,"functional needs repair"
53476,"non functional"
59701,"functional"
25204,"non functional"
59623,"functional needs repair"
4256,"non functional"
71737,"functional needs repair"
56498,"functional needs repair"
15268,"functional needs repair"
4932,"functional needs repair"
68591,"non functional"
30743,"functional needs repair"
32203,"functional needs repair"
66855,"non functional"
56575,"non functional"
66689,"functional needs repair"
26201,"functional needs repair"
62446,"functional needs repair"
68896,"functional needs repair"
4285,"functional needs repair"
58304,"functional needs repair"
1090,"non functional"
56425,"functional needs repair"
5448,"non functional"
58864,"functional needs repair"
3294,"non functional"
59793,"functional needs repair"
22124,"functional"
29314,"functional"
48488,"non functional"
45616,"functional needs repair"
61676,"functional needs repair"
70593,"functional"
44518,"functional needs repair"
71455,"functional needs repair"
15000,"functional needs repair"
61442,"functional needs repair"
15983,"functional needs repair"
37233,"functional needs repair"
22220,"non functional"
31231,"functional needs repair"
1795,"non functional"
34190,"functional needs repair"
7104,"functional needs repair"
71818,"functional needs repair"
13527,"functional needs repair"
20332,"non functional"
16943,"functional needs repair"
43641,"functional needs repair"
42880,"functional"
47758,"functional needs repair"
62580,"functional needs repair"
45459,"functional needs repair"
46129,"functional needs repair"
27706,"functional needs repair"
70080,"functional needs repair"
28446,"functional"
6610,"functional"
3554,"functional needs repair"
4691,"functional needs repair"
19103,"functional needs repair"
27372,"functional"
3735,"non functional"
57310,"functional"
23690,"functional needs repair"
16483,"functional needs repair"
30119,"functional needs repair"
57721,"functional needs repair"
50631,"functional needs repair"
71776,"functional"
40418,"functional needs repair"
8683,"functional needs repair"
24816,"functional needs repair"
31418,"functional"
61889,"functional needs repair"
54922,"functional needs repair"
66417,"functional"
41927,"functional needs repair"
61208,"functional needs repair"
33786,"functional needs repair"
66677,"functional needs repair"
48550,"functional"
23063,"functional needs repair"
27690,"non functional"
48021,"functional needs repair"
44126,"non functional"
13873,"functional"
49418,"functional needs repair"
30356,"non functional"
48082,"functional needs repair"
72114,"functional needs repair"
7421,"functional needs repair"
22275,"functional needs repair"
24609,"functional needs repair"
27332,"functional"
20951,"non functional"
33633,"functional needs repair"
26713,"functional"
40360,"functional needs repair"
11383,"non functional"
43349,"functional needs repair"
28954,"functional needs repair"
36421,"functional needs repair"
2116,"non functional"
54232,"non functional"
37376,"functional needs repair"
24479,"functional needs repair"
28364,"functional needs repair"
26169,"functional needs repair"
6752,"functional needs repair"
50594,"functional needs repair"
50856,"functional needs repair"
22568,"functional needs repair"
17831,"functional needs repair"
20238,"functional needs repair"
59665,"functional needs repair"
36675,"non functional"
59115,"functional needs repair"
46658,"functional"
47812,"non functional"
60337,"non functional"
5925,"non functional"
31724,"functional needs repair"
18356,"functional"
1949,"functional needs repair"
2167,"non functional"
53020,"functional needs repair"
24037,"functional needs repair"
35004,"functional needs repair"
8176,"functional needs repair"
62817,"functional"
44223,"functional"
48211,"functional needs repair"
72329,"functional needs repair"
65035,"functional needs repair"
9044,"functional"
3890,"functional needs repair"
51633,"non functional"
54844,"functional needs repair"
